what,kind,bundleId,bundleVersion,description,time
started,bundle,org.tigris.subversion.subclipse.core,1.6.5,"org.tigris.subversion.subclipse.core",1270522731847
started,bundle,org.eclipse.dltk.core,1.0.1.v20090910-1601,"org.eclipse.dltk.core",1270522731866
started,bundle,org.eclipse.dltk.launching,1.0.1.v20090910-1601,"org.eclipse.dltk.launching",1270522731873
started,bundle,org.eclipse.dltk.ui,1.0.1.v20090903-2153,"org.eclipse.dltk.ui",1270522731883
started,bundle,org.eclipse.php.debug.daemon,2.1.1.v20090707-1108,"org.eclipse.php.debug.daemon",1270522731883
started,bundle,com.google.appengine.eclipse.core,1.2.0.v200912062003,"com.google.appengine.eclipse.core",1270522731883
started,bundle,com.google.gdt.eclipse.core,1.2.0.v200912062003,"com.google.gdt.eclipse.core",1270522731884
started,bundle,com.google.gdt.eclipse.platform.shared,1.2.0.v200912062003,"com.google.gdt.eclipse.platform.shared",1270522731902
started,bundle,com.google.gdt.eclipse.suite,1.2.0.v200912062003,"com.google.gdt.eclipse.suite",1270522731919
started,bundle,com.google.gwt.eclipse.core,1.2.0.v200912062003,"com.google.gwt.eclipse.core",1270522731943
os,sysinfo,,,"linux",1270522731946
arch,sysinfo,,,"x86",1270522731946
ws,sysinfo,,,"gtk",1270522731946
locale,sysinfo,,,"en_US",1270522731946
processors,sysinfo,,,"2",1270522731946
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1270522731946
java.runtime.version,sysinfo,,,"1.6.0_17-b17",1270522731946
java.specification.name,sysinfo,,,"Java Platform API Specification",1270522731946
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1270522731946
java.specification.version,sysinfo,,,"1.6",1270522731946
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1270522731946
java.version,sysinfo,,,"1.6.0_17",1270522731946
java.vm.info,sysinfo,,,"mixed mode",1270522731946
java.vm.name,sysinfo,,,"OpenJDK Client VM",1270522731946
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1270522731946
