what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1267770440991
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1267770445464
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.selectAll",1267770446442
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1267770446988
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267770448838
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267770473252
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1267770486004
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.selectAll",1267770488192
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1267770488451
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267770489796
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267770559420
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267770560524
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1267770654062
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267770654458
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1267770654538
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1267770654595
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267770655494
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267770659535
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1267770663006
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1267770663927
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267770665288
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267770709334
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267770710421
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267770952640
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.add.import",1267770958216
