what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1267510557272
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267510558796
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267510594308
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267510595995
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267510681370
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1267510684162
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.selectAll",1267510684831
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1267510685223
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267510686679
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267510698077
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267510733929
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267510737246
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267510738814
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267512092132
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267512092304
closed,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267512096522
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.406.v200903031852,"org.eclipse.jst.ws.axis.creation.ui",1267512098816
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.405.v200901261650,"org.eclipse.jst.ws.axis.consumption.ui",1267512098816
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.306.v200810082309,"org.eclipse.jst.ws.axis.consumption.core",1267512098817
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.103.v200807162242,"org.eclipse.jst.ws.axis2.creation.ui",1267512098828
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.102.v200807232000,"org.eclipse.jst.ws.axis2.consumption.ui",1267512098829
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.105.v200901220134,"org.eclipse.jst.ws.axis2.creation.core",1267512098829
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.104.v200810151442,"org.eclipse.jst.ws.axis2.consumption.core",1267512098830
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.302.v200905260749,"org.eclipse.jst.ws.axis2.ui",1267512098830
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.104.v200810151442,"org.eclipse.jst.ws.axis2.core",1267512098830
