what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267768581227
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267768582172
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267768585215
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1267768702227
error,log,,,"Ignoring template 'getterbody' since validation failed.",1267768702852
error,log,,,"Ignoring template 'setterbody' since validation failed.",1267768702858
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267768703314
started,bundle,org.tigris.subversion.clientadapter.javahl,1.6.6,"org.tigris.subversion.clientadapter.javahl",1267768703425
started,bundle,org.tigris.subversion.clientadapter.svnkit,1.6.4,"org.tigris.subversion.clientadapter.svnkit",1267768703427
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1267768703446
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1267768703688
started,bundle,org.tmatesoft.svnkit,1.3.1.6109,"org.tmatesoft.svnkit",1267768703717
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1267768703835
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1267768704223
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267768704247
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267768816181
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1267768819329
started,bundle,org.eclipse.jdt.junit,3.5.1.r351_v20090708-0800,"org.eclipse.jdt.junit",1267768821321
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1267768827863
started,bundle,org.eclipse.pde.api.tools,1.0.101.v20090714,"org.eclipse.pde.api.tools",1267768836666
started,bundle,org.eclipse.pde.api.tools.ui,1.0.101.v20090820,"org.eclipse.pde.api.tools.ui",1267768836671
started,bundle,org.eclipse.jst.ws.jaxws.ui,0.5.2.v200908272123,"org.eclipse.jst.ws.jaxws.ui",1267768836695
started,bundle,org.eclipse.mylyn.java.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.java.ui",1267768836737
started,bundle,org.eclipse.jst.ws.jaxws.core,0.5.2.v200908272123,"org.eclipse.jst.ws.jaxws.core",1267768836958
started,bundle,org.eclipse.jst.ws.annotations.core,0.5.1.v200909102327,"org.eclipse.jst.ws.annotations.core",1267768836982
